anon_id,platform,topic,topic_probability,sentiment,char_count
P1659,Zhihu,T4,0.7453,Neutral,368
P1660,Zhihu,T4,0.8172,Neutral,354
P1661,Zhihu,T4,0.8867,Neutral,1505
P1662,Zhihu,T4,0.8892,Positive,681
P1663,Zhihu,T4,0.8605,Neutral,975
P1664,Zhihu,T4,0.8628,Neutral,720
P1665,Zhihu,T4,0.7625,Neutral,543
P1666,Zhihu,T4,0.9688,Positive,1038
P1667,Zhihu,T4,0.5429,Negative,1978
P1668,Zhihu,T4,0.6444,Neutral,197
P1669,Zhihu,T4,0.4419,Neutral,1463
P1670,Zhihu,T4,0.7004,Negative,135
P1671,Zhihu,T4,0.9688,Neutral,81
P1672,Zhihu,T4,0.7218,Neutral,630
P1673,Zhihu,T4,0.9368,Neutral,77
P1674,Zhihu,T4,0.5114,Negative,108
P1675,Zhihu,T4,0.9587,Neutral,64
P1676,Zhihu,T4,0.9954,Neutral,629
P1677,Zhihu,T4,0.59,Neutral,518
P1678,Zhihu,T4,0.9979,Positive,1186
P1679,Zhihu,T4,0.9254,Neutral,1283
P1680,Zhihu,T4,0.5676,Positive,99
P1681,Zhihu,T4,0.7352,Neutral,131
P1682,Zhihu,T4,0.8542,Neutral,524
P1683,Zhihu,T4,0.9978,Positive,1365
P1684,Zhihu,T4,0.4472,Neutral,178
P1685,Zhihu,T4,0.7139,Neutral,499
P1686,Zhihu,T4,0.4063,Neutral,261
P1687,Zhihu,T4,0.7206,Negative,365
P1688,Zhihu,T4,0.7598,Neutral,149
P1689,Zhihu,T4,0.4854,Neutral,159
P1690,Zhihu,T4,0.4165,Negative,502
P1691,Zhihu,T4,0.6534,Neutral,1283
P1692,Zhihu,T4,0.9542,Neutral,73
P1693,Zhihu,T4,0.9896,Neutral,324
P1694,Zhihu,T4,0.4275,Negative,614
P1695,Zhihu,T4,0.7886,Neutral,431
P1696,Zhihu,T4,0.9955,Positive,692
P1697,Zhihu,T4,0.8064,Positive,1258
P1698,Zhihu,T4,0.952,Neutral,96
P1699,Zhihu,T4,0.5882,Neutral,165
P1700,Zhihu,T4,0.9253,Neutral,290
P1701,Zhihu,T4,0.5905,Neutral,466
P1702,Zhihu,T4,0.7613,Positive,436
P1703,Zhihu,T4,0.6889,Neutral,596
P1704,Zhihu,T4,0.666,Positive,813
P1705,Zhihu,T4,0.9403,Neutral,654
P1706,Zhihu,T4,0.532,Neutral,38
P1707,Zhihu,T4,0.5859,Neutral,248
P1708,Zhihu,T4,0.6363,Neutral,582
P1709,Zhihu,T4,0.7522,Neutral,899
P1710,Zhihu,T4,0.9615,Neutral,81
P1711,Zhihu,T4,0.5562,Neutral,79
P1712,Zhihu,T4,0.8553,Positive,1052
P1713,Zhihu,T4,0.4713,Neutral,85
P1714,Zhihu,T4,0.974,Negative,4926
P1715,Zhihu,T4,0.8275,Neutral,536
P1716,Zhihu,T4,0.9946,Neutral,592
P1717,Zhihu,T4,0.4333,Neutral,341
P1718,Zhihu,T4,0.9267,Neutral,39
P1719,Zhihu,T4,0.6131,Neutral,483
P1720,Zhihu,T4,0.4786,Neutral,670
P1721,Zhihu,T4,0.5141,Neutral,722
P1722,Zhihu,T4,0.677,Positive,1285
P1723,Zhihu,T4,0.5032,Negative,1984
P1724,Zhihu,T5,0.9926,Negative,432
P1725,Zhihu,T5,0.5665,Neutral,4524
P1726,Zhihu,T5,0.4235,Negative,1961
P1727,Zhihu,T5,0.6584,Positive,2430
P1728,Zhihu,T5,0.494,Negative,624
P1729,Zhihu,T5,0.8279,Negative,1714
P1730,Zhihu,T5,0.6694,Neutral,728
P1731,Zhihu,T5,0.6092,Positive,186
P1732,Zhihu,T5,0.4126,Negative,918
P1733,Zhihu,T5,0.3514,Neutral,260
P1734,Zhihu,T5,0.6039,Positive,4319
P1735,Zhihu,T5,0.7064,Positive,1144
P1736,Zhihu,T5,0.889,Positive,655
P1737,Zhihu,T5,0.9914,Positive,352
P1738,Zhihu,T5,0.7062,Positive,1057
P1739,Zhihu,T5,0.6981,Negative,3052
P1740,Zhihu,T5,0.3786,Neutral,2512
P1741,Zhihu,T5,0.3317,Positive,368
P1742,Zhihu,T5,0.5352,Positive,5997
P1743,Zhihu,T5,0.4107,Positive,3351
P1744,Zhihu,T5,0.4512,Neutral,106
P1745,Zhihu,T5,0.537,Positive,978
P1746,Zhihu,T5,0.6416,Neutral,4921
P1747,Zhihu,T5,0.6137,Positive,2661
P1748,Zhihu,T5,0.6258,Positive,2081
P1749,Zhihu,T5,0.7317,Neutral,3332
P1750,Zhihu,T5,0.5933,Neutral,94
P1751,Zhihu,T5,0.5281,Positive,2227
P1752,Zhihu,T5,0.9764,Neutral,154
P1753,Zhihu,T5,0.6914,Positive,4439
P1754,Zhihu,T5,0.8099,Positive,271
P1755,Zhihu,T5,0.9481,Neutral,1975
P1756,Zhihu,T5,0.6612,Neutral,2600
P1757,Zhihu,T5,0.5757,Neutral,74
P1758,Zhihu,T5,0.4502,Neutral,430
P1759,Zhihu,T5,0.9513,Neutral,175
P1760,Zhihu,T5,0.4131,Neutral,669
P1761,Zhihu,T5,0.559,Neutral,119
P1762,Zhihu,T5,0.989,Neutral,326
P1763,Zhihu,T5,0.4775,Negative,3105
P1764,Zhihu,T5,0.9897,Neutral,332
P1765,Zhihu,T5,0.5498,Positive,715
P1766,Zhihu,T5,0.9465,Positive,481
P1767,Zhihu,T5,0.8824,Negative,1006
P1768,Zhihu,T5,0.9853,Positive,219
P1769,Zhihu,T5,0.969,Neutral,95
P1770,Zhihu,T5,0.6353,Neutral,486
P1771,Zhihu,T5,0.6192,Neutral,51
P1772,Zhihu,T5,0.6068,Neutral,78
P1773,Zhihu,T5,0.7325,Neutral,169
P1774,Zhihu,T5,0.9928,Positive,484
P1775,Zhihu,T5,0.4932,Positive,2438
P1776,Zhihu,T5,0.373,Neutral,394
P1777,Zhihu,T5,0.9686,Positive,109
P1778,Zhihu,T5,0.9414,Neutral,70
P1779,Zhihu,T5,0.6367,Neutral,828
P1780,Zhihu,T5,0.9212,Negative,255
P1781,Zhihu,T5,0.5518,Neutral,360
P1782,Zhihu,T5,0.8757,Neutral,1255
P1783,Zhihu,T5,0.4293,Positive,3236
P1784,Zhihu,T5,0.5053,Neutral,122
P1785,Zhihu,T5,0.9897,Neutral,330
P1786,Zhihu,T5,0.4972,Positive,412
P1787,Zhihu,T5,0.7266,Neutral,373
P1788,Zhihu,T5,0.7997,Neutral,556
P1789,Zhihu,T5,0.6345,Positive,217
P1790,Zhihu,T5,0.5367,Negative,1000
P1791,Zhihu,T5,0.5478,Positive,675
P1792,Zhihu,T5,0.739,Neutral,2175
P1793,Zhihu,T5,0.6912,Neutral,248
P1794,Zhihu,T5,0.6402,Neutral,407
P1795,Zhihu,T5,0.8646,Negative,3777
P1796,Zhihu,T5,0.7325,Positive,249
P1797,Zhihu,T5,0.8219,Neutral,178
P1798,Zhihu,T5,0.7791,Neutral,88
P1799,Zhihu,T5,0.5702,Positive,683
P1800,Zhihu,T5,0.5352,Neutral,221
P1801,Zhihu,T5,0.7909,Neutral,128
P1802,Zhihu,T5,0.3376,Positive,1351
P1803,Zhihu,T5,0.6417,Positive,965
P1804,Zhihu,T5,0.4813,Positive,61
P1805,Zhihu,T5,0.4598,Neutral,1503
P1806,Zhihu,T5,0.4242,Positive,3827
P1807,Zhihu,T5,0.8559,Neutral,89
P1808,Zhihu,T5,0.6648,Neutral,1854
P1809,Zhihu,T5,0.8606,Neutral,226
P1810,Zhihu,T5,0.7518,Neutral,88
P1811,Zhihu,T5,0.9448,Positive,484
P1812,Zhihu,T5,0.7571,Negative,2995
P1813,Zhihu,T5,0.5556,Neutral,260
P1814,Zhihu,T5,0.5332,Positive,3119
P1815,Zhihu,T5,0.7131,Neutral,217
P1816,Zhihu,T5,0.9857,Neutral,238
P1817,Zhihu,T5,0.6933,Neutral,245
P1818,Zhihu,T5,0.4651,Neutral,406
P1819,Zhihu,T5,0.6465,Neutral,49
P1820,Zhihu,T5,0.9221,Neutral,417
P1821,Zhihu,T5,0.3934,Positive,772
P1822,Zhihu,T5,0.6832,Negative,864
P1823,Zhihu,T5,0.6684,Positive,1406
P1824,Zhihu,T5,0.7323,Neutral,579
P1825,Zhihu,T5,0.8167,Positive,907
P1826,Zhihu,T5,0.3699,Negative,2057
P1827,Zhihu,T5,0.5689,Neutral,79
P1828,Zhihu,T5,0.6331,Neutral,245
P1829,Zhihu,T5,0.9475,Neutral,766
P1830,Zhihu,T5,0.66,Positive,1810
P1831,Zhihu,T5,0.7364,Positive,453
P1832,Zhihu,T5,0.8756,Neutral,69
P1833,Zhihu,T5,0.9984,Negative,2396
P1834,Zhihu,T5,0.8858,Negative,844
P1835,Zhihu,T5,0.5176,Neutral,389
P1836,Zhihu,T5,0.8082,Neutral,181
P1837,Zhihu,T5,0.8264,Positive,136
P1838,Zhihu,T5,0.61,Positive,1803
P1839,Zhihu,T5,0.8613,Neutral,965
P1840,Zhihu,T5,0.9815,Positive,181
P1841,Zhihu,T5,0.5448,Positive,1451
P1842,Zhihu,T5,0.6976,Negative,976
P1843,Zhihu,T5,0.6878,Neutral,949
P1844,Zhihu,T5,0.9815,Positive,221
P1845,Zhihu,T5,0.6375,Neutral,404
P1846,Zhihu,T5,0.9196,Positive,47
P1847,Zhihu,T5,0.4563,Neutral,2549
P1848,Zhihu,T5,0.6011,Negative,959
P1849,Zhihu,T5,0.6733,Neutral,646
P1850,Zhihu,T5,0.6632,Neutral,239
P1851,Zhihu,T5,0.89,Positive,1493
P1852,Zhihu,T5,0.5503,Neutral,72
P1853,Zhihu,T5,0.6384,Neutral,132
P1854,Zhihu,T5,0.4559,Negative,796
P1855,Zhihu,T5,0.6157,Negative,342
P1856,Zhihu,T5,0.4989,Neutral,823
P1857,Zhihu,T5,0.5147,Negative,720
P1858,Zhihu,T5,0.9414,Neutral,63
P1859,Zhihu,T5,0.6375,Neutral,178
P1860,Zhihu,T5,0.8944,Positive,5058
P1861,Zhihu,T5,0.6883,Neutral,1080
P1862,Zhihu,T5,0.949,Neutral,81
P1863,Zhihu,T5,0.8041,Negative,2504
P1864,Zhihu,T5,0.764,Negative,676
P1865,Zhihu,T5,0.8656,Positive,2041
P1866,Zhihu,T5,0.6279,Neutral,1928
P1867,Zhihu,T5,0.9947,Negative,573
P1868,Zhihu,T5,0.8571,Neutral,855
P1869,Zhihu,T5,0.4594,Positive,1693
P1870,Zhihu,T5,0.5336,Neutral,125
P1871,Zhihu,T5,0.9037,Neutral,152
P1872,Zhihu,T5,0.8313,Positive,2793
P1873,Zhihu,T5,0.602,Negative,928
P1874,Zhihu,T5,0.756,Positive,1241
P1875,Zhihu,T5,0.7986,Neutral,67
P1876,Zhihu,T5,0.5113,Negative,485
P1877,Zhihu,T5,0.7247,Neutral,256
P1878,Zhihu,T5,0.4126,Positive,3361
P1879,Zhihu,T5,0.7724,Neutral,59
P1880,Zhihu,T5,0.8355,Neutral,253
P1881,Zhihu,T5,0.6224,Positive,213
P1882,Zhihu,T5,0.5774,Positive,3264
P1883,Zhihu,T5,0.6722,Neutral,955
P1884,Zhihu,T5,0.3564,Negative,1809
P1885,Zhihu,T5,0.43,Positive,2967
P1886,Zhihu,T5,0.4799,Neutral,1523
P1887,Zhihu,T5,0.6417,Negative,136
P1888,Zhihu,T5,0.5175,Positive,67
P1889,Zhihu,T5,0.7125,Negative,3643
P1890,Zhihu,T5,0.7788,Positive,793
P1891,Zhihu,T5,0.9427,Neutral,57
P1892,Zhihu,T5,0.8091,Neutral,878
P1893,Zhihu,T5,0.7734,Neutral,466
P1894,Zhihu,T5,0.849,Positive,775
P1895,Zhihu,T5,0.7548,Positive,995
P1896,Zhihu,T5,0.5276,Positive,661
P1897,Zhihu,T5,0.7651,Neutral,1206
P1898,Zhihu,T5,0.8983,Neutral,29
P1899,Zhihu,T5,0.4257,Neutral,139
P1900,Zhihu,T5,0.7133,Positive,2553
P1901,Zhihu,T5,0.4682,Positive,1588
P1902,Zhihu,T5,0.6744,Neutral,731
P1903,Zhihu,T5,0.9191,Neutral,39
P1904,Zhihu,T5,0.3558,Positive,872
P1905,Zhihu,T5,0.4696,Positive,639
P1906,Zhihu,T5,0.6095,Positive,514
P1907,Zhihu,T5,0.5212,Negative,774
P1908,Zhihu,T5,0.8014,Positive,730
P1909,Zhihu,T5,0.7699,Neutral,138
P1910,Zhihu,T5,0.4637,Neutral,159
P1911,Zhihu,T5,0.3925,Neutral,764
P1912,Zhihu,T5,0.3208,Neutral,84
P1913,Zhihu,T5,0.9098,Neutral,4127
P1914,Zhihu,T5,0.4705,Negative,577
P1915,Zhihu,T5,0.5124,Neutral,1857
P1916,Zhihu,T5,0.3615,Neutral,1212
